1752079933.3721144,0.0,0.0,0.0
1752079934.378597,76.8,0.0,10.751999999999999
1752079935.3802304,172.8,0.0,20.988799999999998
1752079936.3838036,268.8,100.0,48.64272
1752079937.385858,294.4,100.0,66.617768
1752079938.3869789,294.4,100.0,78.30154920000001
1752079939.3945923,294.4,100.0,85.89600698000001
1752079940.422404,294.4,100.0,90.832404537
1752079941.425336,294.4,100.0,94.04106294905
1752079942.426797,294.4,100.0,96.1266909168825
1752079943.4284372,294.4,100.0,97.48234909597363
1752079944.4499993,294.4,100.0,98.36352691238287
1752079945.4536471,294.4,100.0,98.93629249304887
1752079946.4554873,294.4,100.0,99.30859012048177
1752079947.4585786,294.4,100.0,99.55058357831315
1752079948.46471,294.4,100.0,99.70787932590355
1752079949.511598,294.4,100.0,99.8101215618373
1752079950.5130763,294.4,100.0,99.87657901519425
1752079951.5143957,294.4,100.0,99.91977635987627
1752079952.5164537,294.4,100.0,99.94785463391958
1752079953.519455,294.4,100.0,99.96610551204773
1752079954.520641,294.4,100.0,99.97796858283102
1752079955.5221841,294.4,100.0,99.98567957884016
1752079956.524349,294.4,100.0,99.99069172624611
1752079957.5260186,294.4,100.0,99.99394962205997
1752079958.5276961,294.4,100.0,99.99606725433898
1752079959.529849,294.4,100.0,99.99744371532034
1752079960.5316563,294.4,100.0,99.99833841495823
1752079961.5518534,294.4,100.0,99.99891996972285
1752079962.6026149,294.4,100.0,99.99929798031985
1752079963.6060781,294.4,100.0,99.9995436872079
